Question,Answer,File
“What are the landmark judgments on telecom law in India?”,"“1. Vodafone Idea Cellular Ltd. v. Ajay Kumar Agarwal [CA/923 of 2017/2022]
This case addressed whether a telecom consumer dispute could be heard by consumer forums despite the existence of an arbitration remedy under the Indian Telegraph Act, 1885. The case arose when a Vodafone customer filed a complaint about an allegedly excessive bill of Rs 24,609.51. The Supreme Court ruled that consumer forums have jurisdiction to hear telecom disputes even though Section 7B of the Telegraph Act provides for arbitration. The Court held that the Consumer Protection Act is a special law designed to protect consumers, and its remedies are additional to other available remedies. The Court overruled its earlier decision in M Krishnan (2009) and clarified that consumers can choose either arbitration or consumer forums for resolving telecom disputes, with no compulsion to opt for arbitration.
It was held that the additional remedy under the CPA is not excluded by the telegraph contracts which mandatorily have arbitration clauses.

2. Idea Cellular Ltd. v. Angad Kumar
In this case, Idea Cellular Ltd. launched a promotional scheme called ""Tyoharaon Ki Saugat"" where Angad Kumar received a message stating he had won an Alto Car. When Idea failed to deliver the car, Kumar filed a consumer complaint. Idea claimed they had sent a second message the same day asking recipients to ignore the first message due to a manual error, and also argued that the phone wasn't registered in Kumar's name. While lower courts ordered Idea to provide the car or its value, the National Consumer Disputes Redressal Commission modified the order, directing Idea to pay Rs. 1 lakh as compensation instead of the car, along with Rs. 5,000 in litigation costs, noting that the company's negligence had caused Kumar undue harassment and mental trauma.
In this case, it was held that the negligence on part of the service provider resulting in deficiency of service makes it liable.”

Dr. Uttamkumar Samanta v. Vodafone East Limited & Ors.
In the case of Dr. Uttamkumar Samanta v. Vodafone East Limited & 4 Ors., the complainant purchased a post-paid internet service plan from the respondent. The respondent provided a Data Sim card and a device for Rs. 5,500/- but allegedly failed to inform the complainant that all transactions were final, and no refund would be made. After the payment, the complainant received a printed receipt, and the internet service was activated. However, the service was suddenly disconnected on 10.05.2013 without any intimation.
The complainant sought compensation of Rs. 99,95,500/- for the alleged deficiencies in service. The respondents contended that the connection was not activated due to the complainant's non-residence at the given address.
The State Commission observed deficiencies in service and unfair trade practices by the respondents but dismissed the complaint, considering the claimed amount disproportionate. The State Commission directed the complainant to pay Rs. 10,000/- to the State Consumer Welfare Fund within 30 days; otherwise, it would carry an interest of 9% p.a. The complainant appealed to the National Commission.
The National Commission found the complainant's claim disproportionately high and unreasonable. It observed that the complainant seemed to be misusing statutory processes to gain wrongful benefits and create nuisance value against the respondents. The appeal was dismissed as frivolous and vexatious, with a cost of Rs. 500/-.

General Manager, Telecom v. M. Krishnan and Another
In the case of General Manager, Telecom v. M. Krishnan and Another, a Special Appeal was filed with the Supreme Court. The dispute revolved around the non-payment of a telephone bill, leading to the disconnection of the telephone connection provided to the first respondent. Dissatisfied with the disconnection, the first respondent filed a complaint before the District Consumer Disputes Redressal Forum, Kozhikode. The Consumer Forum ruled in favor of the first respondent, directing the appellant (General Manager, Telecom) to re-connect the telephone and pay compensation.
The appellant challenged the jurisdiction of the consumer forum by filing a writ petition before the Kerala High Court, but it was dismissed. The Writ Appeal was also dismissed by a Full Bench of the Kerala High Court. The Supreme Court, in its decision, held that when a special remedy is provided under Section 7-B of the Indian Telegraph Act, 1885, specifically addressing disputes related to telephone bills, the remedy under the Consumer Protection Act, 1986 is impliedly barred.
The Supreme Court pointed out that Rule 413 of the Telegraph Rules subjects all services related to the telephone to Telegraph Rules, and a telephone connection can be disconnected for default of payment under Rule 443 of the Rules. The court emphasized that the special law, the Telegraph Act, would prevail over the general law, the Consumer Protection Act. It referred to a previous decision stating that the National Commission lacks jurisdiction to adjudicate claims for compensation arising from motor vehicle accidents.
As a result, the Supreme Court allowed the appeal, setting aside the order and judgment of the High Court.",Telecommunications_Sector
“What is Broadband?”,“Broadband refers to a connection that has the capacity to transmit large amounts of data at high speed.”,Telecommunications_Sector
“What is always-on service? Will there be call charges?”,"“Always-on means that the ADSL broadband sets up a permanent connection to the internet, allowing access as soon as the computer and modem are switched on.”",Telecommunications_Sector
"“Even though broadband is not used frequently, still huge bills are received. What could be the reason?”",“Additional download of data beyond the permissible limit in the tariff package would attract additional charges.”,Telecommunications_Sector
“What is rental rebate?”,"“Rebate in rental is provided to subscribers when services are interrupted over a prolonged period due to departmental reasons.
7-14 days interruption: Proportionate rental rebate.
15-30 days interruption: 30 days rental rebate.
More than one month interruption: Pro-rata rental rebate.
For more information on Broadband, visit TRAI FAQ on Broadband.”",Telecommunications_Sector
“What are Telecommunication services?”,"“Telecom Services includes fixed line services, mobile connection and internet connection (wired and wireless both).”",Telecommunications_Sector
“Who regulates the Telecom Sector?”,"“Telecom Regulatory Authority of India (TRAI) is committed to protect the interest of the consumers as mandated in the TRAI Act, 1997 .”",Telecommunications_Sector
“What is mobile Services and what all does it include?”,“Mobile Services is a wireless communications network through radio wave or satellite transmissions used with an electronic telecommunications device.”,Telecommunications_Sector
“What is the difference between prepaid and postpaid connection?”,“Prepaid is basically a payment method for mobile services which you pay in advance before using it whereas in post-paid you pay your bill after using the services.”,Telecommunications_Sector
“Is it mandatory for operators to convey to post-paid subscribers all compulsory fixed charges?”,"“Yes, all monthly fixed charges, which are compulsory under a given tariff plan are to be shown under one head, for clarity and comparison of different tariff plans on offer.”",Telecommunications_Sector
“Can a service provider levy a charge for provision of hard copy of the bill?”,“No. TRAI has prohibited levy of charges for provision of hard copy of the bill to the post-paid subscribers.”,Telecommunications_Sector
“Can a prepaid subscriber migrate to postpaid and vice-versa?”,"“Yes, migration from pre-paid to post-paid and vice-versa is allowed without any migration charge and without having to change the mobile number.”",Telecommunications_Sector
“Can a prepaid subscriber avail any of services even after his talk time is exhausted?”,"“Services which do not affect talk time value, including incoming voice calls and SMS shall continue to be available to the prepaid subscribers during validity period even after talk time value has exhausted.”",Telecommunications_Sector
“A prepaid subscriber feels that he is being overcharged. Can he get itemized usage details in respect of his mobile connection?”,"“Yes, if a prepaid subscriber makes a request for itemized usage details The service provider may charge a reasonable cost not exceeding Rupees Fifty for providing such details.”",Telecommunications_Sector
“Can the unused amount in recharge coupons be carried forward?”,"“Yes, any unused balance in the prepaid account shall be carried forward and credited if the subscriber recharges within the period specified for the purpose.”",Telecommunications_Sector
“Will keeping the modem on make any difference in the download limits?”,"“Yes it can make some difference. When the PC and Modem are kept on, there is a trickling of packets from the Internet into the system, even though the PC is not connected to the Internet.”",Telecommunications_Sector
“Can the wireless Internet connection be misused?”,"“Yes, there is a possibility of the wireless Internet connection getting misused, particularly if the Internet access is provided through Wi-Fi. To avoid that one should use proper authentication methods by using secure password and username.”",Telecommunications_Sector
“Is incoming SMS free while roaming?”,“Yes”,Telecommunications_Sector
"“What is meant by ""lifetime"" in respect of tariff schemes offering lifetime validity?”",“It means that tariff plans which are offered as having lifetime validity would continue to be available to the subscriber during the current license and renewed license of the service provider.”,Telecommunications_Sector
“Is there a minimum validity period prescribed for tariff plans?”,"“A tariff plan, once offered by a service provider, shall be available to a subscriber for a minimum period of Six months from the date of enrolment of the subscriber to that tariff plan.”",Telecommunications_Sector
“Whether any charges have to be paid for migration from one plan to another?”,“No charges are payable by the subscriber for migration from one tariff plan to another tariff plan.”,Telecommunications_Sector
“Are incoming calls free while roaming?”,“No. Incoming calls are free only when the subscriber is within his home network.”,Telecommunications_Sector
“Whether any fixed charge / rental can be levied by the service provider for providing national roaming services?”,“No fixed charge / rental in any form is permitted for accessing national roaming services.”,Telecommunications_Sector
“What is the time limit for redressal of complaints at the Call Centre of the service provider?”,“The Call Centre has to redress the complaints as per the provisions in the Quality of Service Regulation where no parameters are prescribed; complaints relating to faults/disruption of service have to be rectified within 3 days and all other complaints with 7 days.”,Telecommunications_Sector
“What is mobile number portability ?”,“Mobile Number Portability (MNP) is a facility which allows you to move to another service provider while retaining your existing operator's mobile number”,Telecommunications_Sector
“Can I switch over from CDMA service to GSM and vice versa ?”,"“Yes .You can flexibly switch over from CDMA to GSM and vice versa. But you have to change the handset, because the technologies are different.”",Telecommunications_Sector
"“I am a customer of a service provider in Delhi, Can I switch over to another service provider in Chennai ?”","“Mobile Number Portability (MNP) is available at national level . The new service provider will charge a fee (Port in Fee) for MNP. Telecom Regulatory Authority of India (TRAI) has fixed a fee for this service . Is there any applying criteria for availing MNP facility . Yes, as per the following terms. If you are a post -paid customer there should not be any dues with your existing service provider. For prepaid customers the credit balance will not be carried forward. You can switch over to a new service provider only after 90 days stay with the existing service provider. You have to wait a minimum 90 days for second number porting. This is to prevent the misuse of this facility and prevent frequent switching.

You can withdraw the application within 24 hrs of submission. However the Port fee will not be refunded. After the application submission, it will take a maximum of four days. In J&K and North eastern states it is within 12 days.

There will be a down time of approximately 2 hrs while porting the number. During this period you may not be able to use the number. Both incoming and outgoing services will be interrupted. The porting will be carried out between midnight and morning 5 O'clock, so that the two hours outage may not affect the subscriber considerably.”",Telecommunications_Sector
“How does one Change the Service provider through Mobile Number Portability ?”,"“The following procedures to be carried out for opting a new mobile service provider under MNP, Send an SMS (Port your mobile number) to 1900. Then you will get a reply SMS with a Unique Porting Code (UPC). Submit an application to the service provider where you want to shift with this UPC in a prescribed format (Remember the UPC will be valid only for a few days). Your application will be processed by the new service provider and you will get an application receipt confirmation and the details of porting date. Once the porting is complete, a confirmation message will be received. For more information please visit Frequently Asked Questions | Telecom Regulatory Authority of India”",Telecommunications_Sector
“What is Retail home and furniture?”,"“Rising per capita income of the middle class and increased desire among homeowners for a well-set-up house and stylish interior, are boosting the Indian home furniture market. Presently, the Indian online home furniture segment accounts for more than 60% of sales and is growing significantly owing to the channelized process of production, distribution, and selling and increasing demand for household furniture. Also, one of the primary factors that are driving the growth of the sector is the work-from-home culture adopted by major companies leading to an increase in the demand for multifunctional furniture.
. The industry is expected to witness tremendous growth in the next five years owing to the adoption of e-commerce. Furniture companies would also focus on a robust supply chain and supportive logistic infrastructure to cater to increasing demand. Moreover, Apps and portals will be focussing on AR & VR tech to help the customers visualize and select the best pieces of furniture, which will further fuel demand in the future.”",Retail_Sector_-_Home_and_Furniture
“What are the grounds available for complaint?”,"“There are numerous grounds for complaint in the retail home and furniture sector including defective furniture, substandard quality of home decor, etc
Faulty/defective furniture or home decor
Receipt of home furniture or decor of wrong specifications, colour etc
Misleading discounts or promotion offers
Lack of stock of a particular retail furniture item
Deficiency of customer care service in retail home and furniture outlets
Problems with online purchase and delivery of home and furniture items
Incorrect or missing information regarding the technical specifications of the product”",Retail_Sector_-_Home_and_Furniture
“What are the modes available for grievance redressal?”,"“Home and Furniture Retailer's Customer Service Departments:
Consumers are encouraged to initially engage with the retailer's customer service departments to resolve grievances directly. These departments often handle complaints related to product quality, pricing, or service-related issues. Consumers should provide all relevant information about the purchase to expedite the resolution process.

Consumer Disputes Redressal Commission (CDRC):
Established under the Consumer Protection Act of 1986, the CDRC operates at the District, State, and National levels. Consumers can file complaints related to unfair trade practices, defective goods or services, overcharging, hazardous products, and misleading advertising. The CDRC serves as a quasi-judicial body, allowing consumers to seek redressal for their grievances without the complexities of traditional legal procedures. The complainant has the option to take the service provider to a court or another suitable venue based on jurisdiction.

The Commissions are as follows-
a) District Commission: The aggrieved consumer can reach out to the District Commission under section 34 of the CPA, 2019, which provides that the district commission shall entertain matters where the value of the goods or services paid as consideration does not exceed more than one crore rupees.
https://ncdrc.nic.in/districtlist.html

b) State Commission: In cases where the value of the goods or services paid as consideration is more than one crore, but less than 10 crore rupees, the consumer can approach the State Commission. Moreover, in cases of unfair contracts, the State Commission has original jurisdiction and the consumer can be directly approached. An appeal against the order of the District Commission can also be made under section 47 of the CPA, 2019.
https://ncdrc.nic.in/statelist.html

c) National Commission: The National Commission can entertain matters where the value of goods or services paid as consideration exceeds 10 crore rupees. Section 58 also provides that complaints against unfair contracts can be entertained by NCDRC when the amount of value paid exceeds 10 crores. The NCDRC also has appellate jurisdiction against the orders of any State Commission and Central Authority.
https://ncdrc.nic.in/

Online Consumer Complaint Platforms:
The Department of Consumer Affairs has set up a National Consumer Helpline (NCH) for handling the complaints of the consumers. A consumer can lodge his complaint in the NCH through the toll free number 1800-11-4000 / 14404, sms, or online through the portal. “INGRAM” (www.consumerhelpline.gov.in). The complaints received at the NCH are forwarded to the companies/regulators/ Government Departments concerned for resolution. For quicker resolution of consumer complaints, NCH has partnered with more than 500 companies under its convergence programme. The complaints relating to the convergence companies are transferred to them online for resolution. In the event of a complaint not being resolved by a company, the consumer is advised to approach a Consumer Forum of appropriate jurisdiction established under the Consumer Protection Act, 2019.
https://consumerhelpline.gov.in/

Consumer Education Programs:
Initiatives aimed at educating consumers about their rights and responsibilities can empower them to make informed decisions. Awareness programs conducted by consumer protection organizations and NGOs play a vital role in enhancing consumer knowledge about filing complaints and seeking redressal.

Alternative Dispute Resolution (ADR) Services:
ADR mechanisms, such as mediation and arbitration, provide an alternative to traditional legal avenues. Consumers and retailers can voluntarily engage in ADR processes to resolve disputes with the assistance of neutral third parties.

”",Retail_Sector_-_Home_and_Furniture
“What are the Regulatory Bodies in the Retail Home and Furniture Sector?”,"“Ministry of Consumer Affairs, Food and Public Distribution:
This ministry oversees consumer-related issues, including those related to the retail home and furniture sector. It formulates policies and regulations to protect consumers' interests and ensure fair trade practices.
https://consumeraffairs.nic.in/

National and State Consumer Disputes Redressal Commissions:
The Consumer Disputes Redressal Commissions handle consumer complaints and disputes. Consumers can approach these commissions if they face issues related to the quality of home or furniture itmes or unfair trade practices.
https://ncdrc.nic.in/
https://ncdrc.nic.in/statelist.html

Competition Commission of India (CCI):
CCI is responsible for promoting fair competition in the market. It investigates anti-competitive practices and takes measures to ensure a level playing field for businesses, including those in the retail home and furniture sector.
https://www.cci.gov.in/

Department of Industrial Policy and Promotion (DIPP):
DIPP, under the Ministry of Commerce and Industry, formulates and implements policies related to industrial development and foreign direct investment (FDI).
Policies related to FDI in retail are crucial for shaping the landscape of the organized retail sector.
https://dpiit.gov.in/

Legal Metrology Department:
This department, under the Ministry of Consumer Affairs, ensures compliance with legal metrology laws, including standards of weights and measures. It plays a role in regulating packaging and labeling in the retail home and furniture sector.
https://consumeraffairs.nic.in/organisation-and-units/division/legal-metrology/overview

National Anti-Profiteering Authority (NAA):
NAA ensures that businesses pass on the benefits of reduced taxes under the Goods and Services Tax (GST) to consumers. This authority can impact pricing and fairness in the retail home and furniture sector.
https://www.naa.gov.in/index.php
Bureau of Indian Standards (BIS)
The BIS is India’s national standard-setting body under the Ministry of Consumer Affairs. It develops and enforces standards for quality, safety, and performance of products, including those in the home and furniture category. For instance, there are specific BIS standards for wooden chairs, tables, and household fittings. These standards ensure that furniture products meet minimum durability and safety requirements, protecting consumers from inferior or hazardous goods.
https://www.bis.gov.in/”",Retail_Sector_-_Home_and_Furniture
"“What are the Acts, Rules, and Guidelines that govern the Retail home and furniture sector?”","“Consumer Protection Act, 2019
Consumer Protection (E-commerce) Rules, 2020
Competition Act, 2002
Legal Metrology Act, 2009
Legal Metrology (Packaged Commodities) Rules, 2011
Goods and Services Tax (GST) Act, 2017
Foreign Exchange Management Act (FEMA)
”",Retail_Sector_-_Home_and_Furniture
“What are the landmark judgements in the retail home and furniture sector?”,"“Ajara Design Lounge Pvt. Ltd. v Ramesh Chandra Kapoor [First Appeal No. 536/2023, NCDRC]
The Complainant had filed a complaint against a home furnishing and interior design company alleging deficiency of service due to the company purchasing furniture and other fixtures from China without the consent of the Complainant, misrepresentation  with regards to the procurement of the furniture from unknown local third party vendors, and unfair demands of payment by the Opposite Party in contravention to the agreed upon payment terms. The District Commission had allowed the Complaint and granted compensation to the Complainant on the grounds that the Opposite Party had failed to provide any invoice/bills of purchase of the furniture to the Complainant as well as having made the purchases without the consent of the Complainant.

On appeal filed by the Opposite Party, the Commission reiterated the purpose of the enactment of the Consumer Protection Act - i.e., to protect the interests of the consumers and noted that the CDRCs have been conferred similar powers under Section 13 (4) of the CPA as that of a Civil Court under the Civil Procedure Code. The court also noted that CDRCs possess the jurisdiction to decide issues of ‘unfair trade practice’, defined under Section 2(r) of the CPA, which has a similar definition to “fraud” - defined under Section 17 of the Contracts Act. The Commission thus reiterated the position that complicated questions of fact involving ‘fraud’ can be decided by Consumer Dispute Redressal Commissions. Therefore, the Commission reaffirmed the order of the District Commission granting compensation to the Complainant for deficiency of service and hardship endured.

Seema Chandra v. Magnum Interiors Pvt Ltd [CC No. 1209/2015. NCDRC]
The Complainant had filed a complaint against an interior decorating company alleging deficiency of service for delay in completing the furnishing and interior decoration of her apartment. While dismissing the complaint, the court noted that the Opposite Party’s defence that the Complainant had delayed payment for the raw material, furniture, etc as per the time schedule fixed under the contract between them held merit. The Commission noted that the Complainant had failed to adduce any evidence of such payment to the Opposite Party nor produce any evidence to prove the Opposite Party’s liability and since the burden of proof was on the Complainant to prove deficiency of service, failure to prove this burden resulted in dismissal of the complaint of deficiency of service.

Shiva Real Estate (Comfort Homes) vs Nitin Kumar [Revision Petition No. 995/2017, NCDRC]
The Complainant filed a complaint before the District Commission alleging deficiency of service on the part of the builder for poor quality of construction of the Complainant's newly purchased apartment. The Complainant alleged that the apartment had numerous defects including cracks in the walls, lack of lifts, lack of electricity connection, lack of modular kitchen, lack of clean water, lack of fire safety equipment, lack of texture painting of walls, construction of an additional 6th floor despite obtaining approval for only 5 floors, lack of street lights and power backup equipment, entry of sewage into the premises causing illness, lack of car parking, improper laying of floor tiles in the rear courtyard, peeling off of the paint from the walls due to seepage of water into the walls, lack of proper maintenance dispute payment of fee, and the fact that the covered area of the flat was lesser than promised by the Opposite Party.
The District Commission had allowed the Complaint after considering the evidence submitted by the Complainant such as the sale deed, photographs of defects, etc and granted compensation to the Complainant for deficiency of service and mental agony caused by the various defects in the purchased apartment. After the State Commission had dismissed the appeal filed by the Opposite Parties, a revision petition was filed before the National Commission. The National Commission dismissed the revision petition on the grounds that the order of the State Commission did not warrant any interference or suffer from any infirmity or erroneous exercise of jurisdiction or material irregularity.

A. Rajender vs. The Interior Park Furniture Mall [C.C.No. 249 /2019, DCDRC, Hyderabad.]
In the case of A. Rajender vs. The Interior Park Furniture Mall decided on 25 January 2021, the complainant alleged that the furniture mall delivered a sofa set that did not match the agreed specifications and was also incomplete in installation, with a piece missing. Despite raising the issue, the seller failed to rectify the problem or provide a replacement. The District Consumer Disputes Redressal Commission found this to be a clear case of deficiency in service and unfair trade practice, ruling in favor of Mr. Rajender. The Commission ordered the furniture mall to replace the defective sofa set with the correct model, and also awarded ₹10,000 as compensation for mental anguish and ₹5,000 towards legal costs.
”",Retail_Sector_-_Home_and_Furniture
“What are the Important Links and Resources for the Retail Home and Furniture Sector?”,"“https://consumeraffairs.nic.in/
https://consumerhelpline.gov.in/public/knowledgebase
https://e-jagriti.gov.in/",Retail_Sector_-_Home_and_Furniture
“What is Food Safety?”,"“The food safety sector in India encompasses regulations and standards to ensure the availability of safe, nutritious, and uncontaminated food for consumers. The aim is to protect public health by preventing the sale of adulterated, unsafe, or misbranded food. Food safety is a scientific field that outlines how to prepare, handle, and store food in order to avoid getting sick or contracting diseases from it. This includes a number of routines that should be followed to avoid potentially severe health hazards. Every consumer has a right to information about the safety and quality of the food they eat. The Food Safety and Standards Authority of India (FSSAI) is an independent organization created by the Indian government's Ministry of Health and Family Welfare. It was founded in accordance with India's Food Safety and Standards Act of 2006, which deals with food safety and regulation. The FSSAI is in charge of regulating and monitoring food safety in order to safeguard and advance public health.”",Food_Safety
“What is food?”,"“ ‘Food’ means any substance, whether processed, partially processed or unprocessed, which is intended for human consumption and includes some primary food, genetically modified or engineered food or food containing such ingredients, infant food, packaged drinking water, alcoholic drink, chewing gum, and any substance, including water used into the food during its manufacture, preparation or treatment but does not include any animal feed, live animals unless they are prepared or processed for placing on the market for human consumption, plants, prior to harvesting, drugs and medicinal products, cosmetics, narcotic or psychotropic substances.”",Food_Safety
“What is food adulteration?”,"“Food adulteration is the process in which the quality of food is lowered either by the addition of inferior quality material or by extraction of valuable ingredients. It not only includes the intentional addition or substitution of the substances but biological and chemical contamination during the period of growth, storage, processing, transport and distribution of the food products, is also responsible for the lowering or degradation of the quality of food products.”",Food_Safety
“What are adulterants?”,"“Adulterants are those substances which are used for making the food products unsafe for human consumption and affects the retail public. As per the FSSA, 2006, “adulterant” means any material which is or could be employed for making the food unsafe or substandard or mis-branded or containing extraneous matter.”",Food_Safety
“Which agency is responsible for investigating food borne illness and foreign object complaints?”,"“Food Safety and Standards Authority of India (FSSAI) and State Food Safety Authorities will investigate such complaints. Each state in India has its own State Food Safety Authority or State Food Safety Department that operates under the guidance of the Food Safety and Standards Authority of India (FSSAI). These state authorities are responsible for enforcing food safety regulations at the local level, managing inspections, and addressing consumer complaints related to food safety within their jurisdiction.”",Food_Safety
“Which agencies regulate food business in India?”,“Food Safety and Standards Authority of India and State Food Authorities regulate the food business in India.”,Food_Safety
“What are some illustrative issues that can form the basis of complaints in this sector?”,"“Some examples are:
Presence of non-permitted substances, such as artificial dyes, preservatives, or chemicals.
Use of inferior ingredients or substitutes
Microbial contamination
Physical contamination
Chemical contamination
Incorrect or misleading labels, such as inaccurate ingredient lists or nutrition information.
Failure to disclose allergens.
False claims about being ""organic,"" ""sugar-free,"" or ""natural"" without certification.
Sale of food past its expiration date.
Spoiled perishable items due to inadequate storage.
Poor hygiene in food preparation areas.
Food handlers not following hygiene practices (e.g., not wearing gloves).
Misleading health claims without scientific evidence.
Deceptive advertising on processed foods.
Use of unsafe or non-food-grade packaging materials.
Packaging defects, such as leaks or improper seals.
Lack of or incorrect allergen labelling, causing allergic reactions”",Food_Safety
“What are the modes or methods of complaint available?”,"“Complaint Redressal Mechanism:
(i) With the Shopkeeper, Manufacturer, or Food Aggregator:
The first step that a consumer shall undertake is to reach out to the food aggregators or shopkeepers for resolution of their complaints. Upon receiving an unsatisfactory response or no response at all, the consumer shall undertake other resources such as reaching out to the FSSAI or using other quasi-judicial forums available.
(ii) With the Food Safety and Standards Authority of India (FSSAI): There are various ways of approaching the FSSAI (regulatory body) for registration of food safety related consumer complaints. The following link provides the toll-free number and other contact details for registering complaints:
https://fssai.gov.in/cms/helpdesk.php
The current online Food License and Registration System (“FLRS”) includes a facility for FSSAI to address food safety concerns called ""Food Safety Connect."" This online forum enables customers to voice their concerns and provide input about food safety issues such as tainted, dangerous, or subpar food, food labelling flaws, and false or deceptive claims and ads for various food products. When a food concern is successfully registered, the consumer receives a special concern number by SMS at the cellphone number supplied at the time of registration. This reference number may be used in the future to follow the customer's issue in the online system.
The following is the link for Food Safety Connect Portal:
https://foscos.fssai.gov.in/consumergrievance/
Moreover, the following link contains the contact details of the grievance redressal mechanism at the state levels:
https://fssai.gov.in/cms/helpdesk.php
Furthermore, the FSSAI also has signed up to the Centralised Public Grievance Redress and Monitoring System (CPGRAMS), which is an online platform available to consumers 24*7 to lodge their grievances to the public authorities on any subject. The following link could be used to register a complaint through the CPGRAMS portal:
https://pgportal.gov.in/
(iii) Approaching any other appropriate judicial or quasi-judicial body:
The complainant is free to take the service provider to a court or any other suitable venue (judicial or quasi-judicial). The proceedings in consumer commissions are not mired by the niceties of procedure, allowing the complainant to file a complaint for himself. As a consumer, the aggrieved party can take the service provider to the appropriate consumer commission, based on the pecuniary and territorial jurisdiction. The jurisdictions of the various consumer commissions are as follows-
a) District Commission: The aggrieved consumer can reach out to the District Commission under section 34 of the CPA, 2019, which provides that the district commission shall entertain matters where the value of the goods or services paid as consideration does not exceed more than fifty lakh rupees.
b) State Commission: In cases where the value of the goods or services paid as consideration is more than fifty lakh, but less than 2 crores, the consumer can approach the State Commission. Moreover, in cases of unfair contracts, the State Commission has original jurisdiction and the consumer can be directly approached. An appeal against the order of the District Commission can also be made under section 47 of the CPA, 2019.
c) National Commission: The National Commission can entertain matters where the value of goods or services paid as consideration exceeds 2 crores. Section 58 also provides that complaints against unfair contracts can be entertained by NCDRC when the amount of value paid exceeds 10 crores. The NCDRC also has appellate jurisdiction against the orders of any State Commission and Central Authority.
Moreover, it must also be kept in mind that section 100 of the CPA, 2019 provides that the remedy under CPA is in addition and not in derogation of other available remedies.
Another remedy available to consumers is mediation. Chapter 5 of the Consumer Protection Act provides for establishing mediation cells and resolving consumer complaints using mediation.
The following link could be used to file complaints online:
https://consumerhelpline.gov.in/”",Food_Safety
“Where can  I complain about food bought from a shop or restaurant or report a potential food safety incident?”,"“Complaint Redressal Mechanism:
(i) With the Shopkeeper or restaurant The first step that a consumer shall undertake is to reach out to the food aggregators or shopkeepers for resolution of their complaints. Upon receiving an unsatisfactory response or no response at all, the consumer shall undertake other resources such as reaching out to the FSSAI or using other quasi-judicial forums available.
(ii) With the Food Safety and Standards Authority of India (FSSAI): There are various ways of approaching the FSSAI (regulatory body) for registration of food safety related consumer complaints. The following link provides the toll-free number and other contact details for registering complaints:
https://fssai.gov.in/cms/helpdesk.php
The current online Food License and Registration System (“FLRS”) includes a facility for FSSAI to address food safety concerns called ""Food Safety Connect."" This online forum enables customers to voice their concerns and provide input about food safety issues such as tainted, dangerous, or subpar food, food labelling flaws, and false or deceptive claims and ads for various food products. When a food concern is successfully registered, the consumer receives a special concern number by SMS at the cellphone number supplied at the time of registration. This reference number may be used in the future to follow the customer's issue in the online system.
The following is the link for Food Safety Connect Portal:
https://foscos.fssai.gov.in/consumergrievance/
Moreover, the following link contains the contact details of the grievance redressal mechanism at the state levels:
https://fssai.gov.in/cms/helpdesk.php
Furthermore, the FSSAI also has signed up to the Centralised Public Grievance Redress and Monitoring System (CPGRAMS), which is an online platform available to consumers 24*7 to lodge their grievances to the public authorities on any subject. The following link could be used to register a complaint through the CPGRAMS portal:
https://pgportal.gov.in/
(iii) Approaching any other appropriate judicial or quasi-judicial body:
The complainant is free to take the service provider to a court or any other suitable venue (judicial or quasi-judicial). The proceedings in consumer commissions are not mired by the niceties of procedure, allowing the complainant to file a complaint for himself. As a consumer, the aggrieved party can take the service provider to the appropriate consumer commission, based on the pecuniary and territorial jurisdiction. The jurisdictions of the various consumer commissions are as follows-
a) District Commission: The aggrieved consumer can reach out to the District Commission under section 34 of the CPA, 2019, which provides that the district commission shall entertain matters where the value of the goods or services paid as consideration does not exceed more than fifty lakh rupees.
b) State Commission: In cases where the value of the goods or services paid as consideration is more than fifty lakh, but less than 2 crores, the consumer can approach the State Commission. Moreover, in cases of unfair contracts, the State Commission has original jurisdiction and the consumer can be directly approached. An appeal against the order of the District Commission can also be made under section 47 of the CPA, 2019.
c) National Commission: The National Commission can entertain matters where the value of goods or services paid as consideration exceeds 2 crores. Section 58 also provides that complaints against unfair contracts can be entertained by NCDRC when the amount of value paid exceeds 10 crores. The NCDRC also has appellate jurisdiction against the orders of any State Commission and Central Authority.
Moreover, it must also be kept in mind that section 100 of the CPA, 2019 provides that the remedy under CPA is in addition and not in derogation of other available remedies.
Another remedy available to consumers is mediation. Chapter 5 of the Consumer Protection Act provides for establishing mediation cells and resolving consumer complaints using mediation.
The following link could be used to file complaints online:
https://consumerhelpline.gov.in/”",Food_Safety
“What are the regulatory bodies in this sector?”,"“The regulatory agency in charge of this industry is the Food Safety and Standards Authority of India (FSSAI). It is an independent organisation created by the Indian government's Ministry of Health and Family Affairs. By regulating and monitoring food safety, FSSAI is in charge of preserving and advancing public health. The FSSAI was established to establish science-based standards for food products and to control their production, storage, distribution, sale, and import to guarantee the availability of healthy, safe food for human consumption.”",Food_Safety
