,Question,Answer,Filename
787,What precautions must be taken while purchasing electronic products?,"It is advisable to take the following precautions : o Please verify the suitability for your application by your quality testing, evaluation, etc. o Delivery specifications mutually agreed for the product that you have decided to use o The agreements defined in the delivery specifications are assigned higher priority o Please note that images shown may somewhat differ from the actual product o Please note that specifications and external design are subject to change for product improvement without notice  For details on products in the website, please contact a the company or its distributor",Retail Grocery Sector
788,What is difference between warranty and guarantee for electronic products ?,"A warranty is usually a written guarantee for a product and declares the makers responsibility to repair or replace a defective product or its parts. A guarantee is an agreement assuming responsibility to perform, execute, or complete something and offering security for that agreement. However, companies generally offer only warranty for their products.",Retail Grocery Sector
789,What is After Sales Service ?,"After sales service refers to various processes that make sure customers are satisfied with the products and services of the organization.
",Retail Grocery Sector
790,Why is important to have a good after Sales Service?,After sales service plays an important role in customer satisfaction and customer retention. It generates loyal customers. Customers start believing in the brand and get associated with the organization for a longer duration. They speak about the organization and its products. A satisfied and happy customer brings more individuals and eventually more revenue for the organization. A good post sale service plays a pivotal role in strengthening the bond between the organization and customers.,Retail Grocery Sector
791,What are good After Sales Service Techniques that you must look out for?,"Sales Professionals provides the necessary support, helping in installing, maintain or operate a particular product. Sales professionals selling laptops ensure windows are configured in the system and customers are able to use net without any difficulty. Similarly organizations selling mobile sim cards ensure the number is activated immediately once the customer submits the necessary documents.  Generally, stays in touch with the customers even after the deal.  Any product found broken or in a damaged condition is exchanged immediately. The customer is not harassed. Customer grievances are heard and made to feel comfortable.  The organizations website contains a section for customers to register their complaints. Every organization should have a toll free number for customers to call and discuss their queries. The customer service officers take prompt action on the customers queries.  Take feedback of the products and services from customers at predefined intervals. Feedback helps the organization to know the customers and the perceived value of their products or services  Ask customers to sign Annual Maintenance Contract AMC with the organization. AMC is an agreement signed between the organization and the customer where the organization promises to provide after sales services to the second party for certain duration at nominal costs.  The exchange policies must be transparent.",Retail Grocery Sector
792,What are the types of after sales Support?,"The various kinds of after-sales support may consist of the following: Onsite warranty means Service at the door Step. The respective company will send its technician to your house or designated place to repair the product. If it is not repairable then he takes the product to the service center or lab for repairing. for example washing machine, refrigerator, TV. The laptop may have either onsite or offsite warranty. Offsite warranty means if there is a problem in the product, then, the consumer is expected to take the product to the site where manufacturer is located and get it serviced /repaired. For example, mobile handset and mixers. Extended Warranty means an extension of the coverage period on a standard warranty. With an extended warranty, the consumer is able to extend the time that the producer is liable for issues. Consumers are often given the option to include the additional coverage either at the time of purchase or when the standard warranty is going to expire.
",Retail Grocery Sector
793,What are the types of service centers?,"There are three types of service centers: a. Company owned and managed Service centre which are exclusive and usually available in major cities. Company owned centre and franchisees are liable to the company and in case of any issue with the service centre, complaint can be made to the company. These centers have common application to enter the complaint and issue the work order which is accessible to the respective company, can check the status of the complaint b. Company authorized franchisees / Service centre, which are third party administrator and associated with the company. In case of any issue with the local service centre, the complaint cannot be taken up to the company and the same has to be dealt with the service centre only. c. Local Service centre who dont belong to company and can offer services for more than one company.",Retail Grocery Sector
794,What are Consumer Durables?,"Consumer durables, is a category of consumer goods that do not wear out quickly and therefore do not have to be purchased frequently. They are known as durable goods items. eg A home appliance, domestic appliance or household appliance, is a device which assists in household functions such as cooking, cleaning and food preservation. Durable or hard goods are goods that can stand up to time. The Consumer Durables industry consists of durable goods and appliances for domestic use such as televisions, refrigerators, air conditioners and washing machines. Instruments such as mobile phones and kitchen appliances like microwave ovens etc.",Retail Grocery Sector
795,"If consumer purchased goods for his commercial purpose, can consumer file case in consumer commission against company?",Commercial services are not cover under Consumer Protection Act.,Retail Grocery Sector
796,What should consumer do if he has received a faulty product purchased from the Company/ official website?,"If consumer received faulty product from company, he must raise a grievance with the company.",Retail Grocery Sector
797,What is a return/Replacement policy?,Product return/Replacement policy depend on the company terms and conditions.,Retail Grocery Sector
798,What is Product warranty period?,"A warranty period is the period of time that warrant free repair and adjustment services in case of a malfunction occurred under normal use that has followed instruction manuals. The period varies according to manufacturers, retailers, and products.",Retail Grocery Sector
799,What is Product warranty period?,"An extended warranty, sometimes called a service agreement, a service contract, or a maintenance agreement, is a prolonged warranty offered to consumers in addition to the standard warranty on new items. Extended warranties cost extra and for a percentage of the items retail price.",Retail Grocery Sector
800,Is it mandatory to take product extended warranty?,"No, it is not mandatory - It depends on the consumer. Extended warranties protect the consumer from high expense in case an expensive part needs to be replaced. Consumer must go through the terms and conditions of extended warranties for the benefits.",Retail Grocery Sector
801,If the company does not provide services or the consumer is not satisfied with the company resolution?,"If a product is under warranty, the company has to honour it as per the terms of the warranty. If consumer is not satisfied with the services provided, he can file a complaint in the consumer commission.",Retail Grocery Sector
802,What is Public Distribution System?,"Public distribution system is a government-sponsored chain of shops entrusted with the work of distributing basic food and non-food commodities to the needy sections of the society at very cheap prices. Wheat, rice, kerosene, sugar, etc. are a few major commodities distributed by the public distribution system.",Retail Grocery Sector
803,How one can get a Ration Card?,"Any person permanently residing or intending so to do in a particular location and who desires to have a Household Consumer Card HCC, commonly referred to as Permanent Ration Card PRC, can be issued one if he, or some other person on his behalf, is not already in possession of such a card, or if name of any member of his family is not included in another HCC.",Retail Grocery Sector
804,Can a consumer card be issued to my servant who is residing with us?,"You may apply for inclusion of your servants name in your consumer card, preferably after getting his police verification.",Retail Grocery Sector
805,"I am a new resident in jhuggi cluster. Can I be issued a household consumer card ?
",Yes,Retail Grocery Sector
806,Do I have to make different household consumer cards for different commodities?,"For all specified articles sold through public distribution system PDS, only one consumer card is required.",Retail Grocery Sector
807,What can I do if my landlord is not giving me any rent receipt or NOC indicating my residence?,Witness of two neighbors or any other proof of continuous residence may be submitted.,Retail Grocery Sector
808,What can I do in case I do not have any evidence of surrender of my previous consumer card?,"In such cases, an affidavit attested by the area SDM/Oath Commissioner/Notary Public may be submitted.
",Retail Grocery Sector
809,How does one locate the FPS/Kerosene Oil Depot at which my consumer card has to be registered?,"The number of FPS/KOD is mentioned on your household consumer card. While obtaining your consumer card, you should ask for address of the FPS where your card is linked from the Circle Office.",Retail Grocery Sector
810,What should I do if I want to draw my supplies from a FPS/KOD located nearer to my dwelling unit?,You may apply to Circle Office on a specified form to get your card registered with the nearer FPS/KOD.,Retail Grocery Sector
811,Can I draw specified articles from the FPS in respect of a member of family included in the household consumer card who has been away for some time?,"Household consumer card is available for lawful use for the persons included therein who are actually residing at the given address at the time of drawing supplies. In case of absence from the household for a period exceeding one month of any person included in the household consumer card, the holder of the HCC shall give prompt intimation to the FSO of the Circle in which he is residing and shall present his household consumer card for deletion of name of such person in case he is likely to be away for quite some time.",Retail Grocery Sector
812,How much quantity of Wheat and Rice are admissible for a BPL/AAY Cardholder and at what price?,Allocation of food grains rice and wheat is made by Central Government under Targeted Public Distribution System TPDS  35 kg. per family per month for Below Poverty Line BPL families including Antyodaya Anna Yojana AAY families in the country. Allocations of food grains for Above Poverty Line APL families are made depending upon availability of food grain stocks in the Central Pool and past offtake by the State/UT. The allocations for APL families in States/UTs range between 15 to 35 kg per family per month.,Retail Grocery Sector
813,"Am I entitled to get sugar in case some of the co-resident included in my household consumer card are filing returns and are assessed to income tax, though, none is paying income tax ?",Sugar is issued on household consumer card where none of the persons included in the household consumer card is an income tax assessed,Retail Grocery Sector
814,How do I know the rates fixed by the government for different articles being sold at the FPS/KOD?,Prices of all articles sold through FPS as fixed by the government are displayed at the notice board of the shop.,Retail Grocery Sector
815,"Can I draw supplies to which I am entitled but which have not been drawn during the relevant period, in a sub sequent period?",No,Retail Grocery Sector
816,What is Antyodaya Anna Yojana?,"Antyodaya Anna Yojana has been launched by the Honble Prime Minister of India on the 25th December,2000. This scheme reflects the commitment of the Government of India to ensure food security for all create a hunger free India in the next five years and to reform and improve the Public Distribution System so as to serve the poorest of the poor in rural and urban areas. It is for the poorest of poor that the Antyodya Anna Yojana has been conserved. It is estimated that 5 of population are unable to get two square meals a day on a sub stained basis throughout the year. Their purchasing power is so low that they are not in a position to buy food grains round the year even at BPL rates. It is this 5 of out population 5 crores of people or 1 crore families which constitutes the target group of Antyodaya Anna Yojana.",Retail Grocery Sector
817,Are the ration cards different for AAY target group?,"After the identification of Antyodaya families, distinctive ration cards to be known a Antyodaya Ration Card should be issued to the Antyodaya families by the designated authority. The ration card should have the necessary details about the Antyodaya family, scale of ration etc.",Retail Grocery Sector
818,Where and how to apply for AAY?,"As this scheme is for poorest of the poor families, the person has to contact 1. For Rural Area: The person living in rural area has to apply on a plan paper with details of his family members income etc. to the Panchayat Pradhan of his area for this scheme. Gram Sabha will decide whether the family is eligible to be taken under the Scheme or not. After the selection of families the list will be further approved by the Department of Rural Development, Himachal Pradesh and the Ration Card will be issued by the Pradhan /DFSC or after the approval of the Food, Civil Supplies and Consumer Affairs Department. 2.For Urban Area: The person living in the urban area will have to apply on plan paper to Notified Area Committee. After the selection of the families the list will be further approved by the Urban Development Department and Card will be issued by Concerned DFSC/ Authorized Inspector of that area.",Retail Grocery Sector
819,What is the grievance redressal mechanism available for the beneficiaries of TPDS?,"The operational responsibility for allocation and distribution of food grains within the States/UTs, identification of eligible Below Poverty Line BPL families, issuance of ration cards to them and supervision over and monitoring of functioning of Fair Price Shops FPSs rests with the concerned State/UT Government. Therefore, as and when complaints are received in the Department from individuals and organizations as well as through press reports, they are sent to State/UT Governments concerned for inquiry and appropriate action. In case of any grievance relating to the above- referred aspects, the Food  Civil Supplies authorities of the State/UT concerned may be approached. Further, some States/UTs have established toll free Helpline numbers for redressal and registration of grievances under TPDS. A list of the toll free and other Helpline numbers reported to be established in the States/UTs is enclosed as per Annexure. NFSA, 2013 also provides for a two tier grievance redressal mechanism comprising of District Grievance Redressal Officer DGRO at the District level and State Food Commission SFC at the State level. For Toll free Helplines of PDS state wise see www http://dfpd.nic.in/faq.htm",Retail Grocery Sector
820,What is telecommunications? How is telecommunications regulated in India?,"The study and practice of conveying information via electronic methods is referred to as telecommunication. It is the most popular form of communication, particularly when using a phone or the Internet. It is supervised by the Telecom Regulations Authority of India TRAI. The TRAI, which was founded on February 20, 1997, oversees the telecom sector. It was created to keep Indias tariff rates consistent. The Telecom Regulations Authority of India Act, 1997, is the law that governs this industry. In order to protect consumers from fraud, the TRAI has implemented a number of measures. Mycall, Myspeed, and do not disturb DND 2.0 were developed to encourage transparency and give consumers access to information about the real payments made by users to the operators. As of 2019, there are a total of 1183 million telephone connections in India. The sector is expected to grow further in future.",Telecommunications Sector
821,What are the available grounds for consumers to file complaints with regard to telecommunications in India?,"The Consumer Protection Act, 2019 provides remedies to consumers for deficiency of service. There can be various grounds for complaints for deficiency of services in the telecom sector, but the most common ones include:
i Poor connection services such as slow internet, patchy network coverage, and defective connection.
ii Poor redressal services such as substandard customer service.
iii Poor billing services such as excessive or incorrect billing.",Telecommunications Sector
822,Where should the grievance redressal or complaint be filed?,"The consumer can register his complaint through various available mechanisms. These are provided below in a step-by-step manner- 
https://dot.gov.in/public-grievances
i Reaching out to the service provider:
The main responsibility to address the concern of consumers relating to poor connection, redressal, and connection services rests with the service providers based on the licensing terms and conditions.
The TRAI came up with a two-tier grievance redressal mechanism that shall be set up by all the Telecom Service Providers. This two-tier mechanism is constituted in the following manner-
a. A Complaint Centre with a toll-free Consumer Care Number which will be responsible to address all the complaints received by them. The procedure for dealing with these complaints is that a unique docket number is given to every complaint, which is stored for a period of three years. This docket number, alongside the date and time of registration, and the time limit for resolution of complaints shall be communicated to the consumer through SMS. The time limit for resolving service disruption difficulties is within a period of 3 days, and all other queries within a maximum of 7 days.
In case the consumer is not satisfied with the complaint redressal at the Call Centre level, they can reach out to the Nodal Officer of the Service Provider. The problems relating to disruption of service shall be redressed within 3 days, and all other cases shall be dealt with within 10 days.
b. An Appellate Authority constituted of one or more persons to deal with grievances, that could be reached if a consumer is not satisfied with the redressal of his complaint, or his complaint remains unaddressed or no intimation of redressal of the complaint is received within the specified period. This body is called the Telecom Dispute Settlement and Appellate Authority TDSAT. The time limit for filing an appeal in TDSAT is within three months from the disposal of complaints by the Nodal Officer. However, it remains at the discretion of the appellate authority to admit complaints beyond that period.
The tribunal also directs parties to go for mediation, which ensures cost and time saving for the parties involved. In any case, if the dispute is not resolved through mediation, the consumer can reapproach the tribunal through an advocate. The proceedings in the TDSAT are the same as in a court.
Moreover, the time limit for disposal of the appeal is within three months from the date of filing of the appeal.
Furthermore, the TRAI has also set provisions for rent rebates to consumers in cases of delay in the resolution of complaints. This is as follows-
a For more than 3 days and up to 7 days- rent rebate for 7 days
b For more than 7 days and up to 15 days- rent rebate for 15 days
c For more than 15 days- rent rebate for one month
ii Approaching any other appropriate judicial or quasi-judicial body:
The complainant is free to take the service provider to a court or any other suitable venue judicial or quasi-judicial. The proceedings in consumer commissions are not mired by the niceties of procedure, allowing the complainant to file a complaint for himself. As a consumer, the aggrieved party can take the service provider to the appropriate consumer commission, based on the pecuniary and territorial jurisdiction. The jurisdictions of the various consumer commissions are as follows-
a District Commission: The aggrieved consumer can reach out to the District Commission under section 34 of the CPA, 2019, which provides that the district commission shall entertain matters where the value of the goods or services paid as consideration does not exceed more than one crore rupees.
b State Commission: In cases where the value of the goods or services paid as consideration is more than one crore, but less than 10 crores, the consumer can approach the State Commission. Moreover, in cases of unfair contracts, the State Commission has original jurisdiction and the consumer can be directly approached. An appeal against the order of the District Commission can also be made under section 47 of the CPA, 2019.
c National Commission: The National Commission can entertain matters where the value of goods or services paid as consideration exceeds 10 crores. Section 58 also provides that complaints against unfair contracts can be entertained by NCDRC when the amount of value paid exceeds 10 crores. The NCDRC also has appellate jurisdiction against the orders of any State Commission and Central Authority.
Moreover, it must also be kept in mind that section 100 of the CPA, 2019 provides that the remedy under CPA is in addition and not in derogation of other available remedies.
Another remedy available to consumers is mediation. Chapter 5 of the Consumer Protection Act provides for establishing mediation cells and resolving consumer complaints using mediation.The following link could be used to file complaints online:
https://consumerhelpline.gov.in/
iv Central Consumer Protection Authority
If the commission finds violations of rights of consumers or in notice of trade practices which is unfair it can inquire or cause an inquiry, either on receipt of complaint or suo moto or as directed by Central Government. If the commission finds, after preliminary inquiry, of an existence of a prima facie case of consumer rights violation or it is in notice of any unfair trade practice or any wrong or inaccurate advertisement which is prejudicial to public interest or to the interests of the consumers,it can order an investigation by the District Collector or by Director General.
The consumer can complain to the District Collector of the respective district for investigation and subsequent proceedings by the CCPA. He/she/they can also submit a complaint via email, at com-ccpanic.in. ",Telecommunications Sector
823,What situations will formal consumer complaints not be accepted by an authority?,"There are various situations which might cause the complaint to be rejected. These include situations where the consumer is unable to file an appeal against an order within a period of three months, where the complaint is based on a frivolous cause of action, where the complaint falls outside the jurisdiction of the authority approached, and when the complaint has been filed under wrong sections of the act, and other such situations.",Telecommunications Sector
824,Is there a national body for handling this consumer area? What body handles this area for India?,"The Telecom Regulatory Authority of India Act, 1997 establishes the Telecom Regulatory Authority of India TRAI, which is the regulatory body for the telecom sector in India. Apart from the regulatory functions, the TRAI is also authorized to adjudicate upon issues relating to matters between the consumers and the service providers. 
An advisory team of the strength of two members shall be constituted in each of the service areas by the service provider. This will comprise one member from the consumer organization registered with TRAI and another member from the service provider.
The following link can be accessed to read more on the TRAI:
https://www.trai.gov.in/about-us/history ",Telecommunications Sector
825,What are the legislations about telecom in India?,"1.	The Telecom Regulatory Authority of India Act, 1997
https://www.indiacode.nic.in/bitstream/123456789/1929/1/AA199724tele.pdf 
2.	Other relevant regulations:
https://trai.gov.in/release-publication/regulations/amendments-page/93572 ",Telecommunications Sector
826,"
What are the landmark judgments on telecom law in India?","1. Vodafone Idea Cellular Ltd. v. Ajay Kumar Agarwal
It was held that the additional remedy under the CPA is not excluded by the telegraph contracts which mandatorily have a rbitration clauses. 
2. Idea Cellular Ltd. v. Angad Kumar
In this case, it was held that the negligence on part of the service provider resulting in deficiency of service makes it liable. ",Telecommunications Sector
827,What does a formal telecom/telecommunications complaint look like? Is there a format?,"https://cdrc.gujarat.gov.in/images/pdf/1-CC-Eng.pdf - DCDRC format.
https://cdrc.gujarat.gov.in/images/pdf/1-CC-Eng.pdf - SCDRC format.
https://ncdrc.nic.in/cc.html - NCDRC filing. ",Telecommunications Sector
828,Are there any other materials I should look at? Are there more helpful links with more information?,"1. Department of Telecommunications Public Grievance: https://dot.gov.in/public-grievances-0 
2. Telecom Regulatory Authority of India Complaint: https://trai.gov.in/faqcategory/complaint 
3. Telecom Consumer Complaints Monitoring System: https://tccms.trai.gov.in/ ",Telecommunications Sector
829,What is Broadband?,Broadband refers to a connection that has the capacity to transmit large amounts of data at high speed.,Telecommunications Sector
830,What is always-on service? Will there be call charges?,"	Always-on means that the ADSL broadband sets up a permanent connection to the internet, allowing access as soon as the computer and modem are switched on.",Telecommunications Sector
831,"3.	Even though broadband is not used frequently, still huge bills are received. What could be the reason?",	Additional download of data beyond the permissible limit in the tariff package would attract additional charges.,Telecommunications Sector
832,How can a subscriber measure the download speed of his Broadband connection?,"Customers can check the speed by clicking on the speed check icon on their website, generally displayed in Kbps Kilo bits per second.",Telecommunications Sector
833,Complete a free online bandwidth test to determine your current Internet speed.,"Various online sites offer free testing of current Internet connection speed, providing download and upload speeds.",Telecommunications Sector
834,What is rental rebate?,"	Rebate in rental is provided to subscribers when services are interrupted over a prolonged period due to departmental reasons.
	7-14 days interruption: Proportionate rental rebate.
	15-30 days interruption: 30 days rental rebate.
	More than one month interruption: Pro-rata rental rebate.
	For more information on Broadband, visit TRAI FAQ on Broadband.",Telecommunications Sector
835, What are Telecommunication services?,"Telecom Services includes fixed line services, mobile connection and internet connection wired and wireless both.",Telecommunications Sector
836,Who regulates the Telecom Sector?,"Telecom Regulatory Authority of India TRAI is committed to protect the interest of the consumers as mandated in the TRAI Act, 1997 .",Telecommunications Sector
837,1. What is mobile Services and what all does it include?,Mobile Services is a wireless communications network through radio wave or satellite transmissions used with an electronic telecommunications device.,Telecommunications Sector
838,What is SMS,It is a text messaging service component of mobile communication or phone for sending up to 160 characters.,Telecommunications Sector
839,What is MMS,"It is a standard way to send messages that includes media content to and from mobile phones. It extends the core SMS capacity. It transmits graphics, video clips and sound files.",Telecommunications Sector
840,VAS,"It is an enhanced service, which adds value to the core voice and text communication like call waiting, call forwarding, multi party call conferencing, hello tunes, horoscope, jokes etc. One has to bear an additional cost to avail such services.",Telecommunications Sector
841,What is the difference between prepaid and postpaid connection?,Prepaid is basically a payment method for mobile services which you pay in advance before using it whereas in post-paid you pay your bill after using the services.,Telecommunications Sector
842,8.	Is it mandatory for operators to convey to post-paid subscribers all compulsory fixed charges?,"Yes, all monthly fixed charges, which are compulsory under a given tariff plan are to be shown under one head, for clarity and comparison of different tariff plans on offer.
",Telecommunications Sector
843,Can a service provider levy a charge for provision of hard copy of the bill?,No. TRAI has prohibited levy of charges for provision of hard copy of the bill to the post-paid subscribers.,Telecommunications Sector
844,Can a prepaid subscriber migrate to postpaid and vice-versa?,"Yes, migration from pre-paid to post-paid and vice-versa is allowed without any migration charge and without having to change the mobile number.",Telecommunications Sector
845,Can a prepaid subscriber avail any of services even after his talk time is exhausted?,"Services which do not affect talk time value, including incoming voice calls and SMS shall continue to be available to the prepaid subscribers during validity period even after talk time value has exhausted.",Telecommunications Sector
846,12.	A prepaid subscriber feels that he is being overcharged. Can he get itemized usage details in respect of his mobile connection?,"Yes, if a prepaid subscriber makes a request for itemized usage details The service provider may charge a reasonable cost not exceeding Rupees Fifty for providing such details.",Telecommunications Sector
847,Can the unused amount in recharge coupons be carried forward?,"Yes, any unused balance in the prepaid account shall be carried forward and credited if the subscriber recharges within the period specified for the purpose.",Telecommunications Sector
848,Will keeping the modem on make any difference in the download limits?,"Yes it can make some difference. When the PC and Modem are kept on, there is a trickling of packets from the Internet into the system, even though the PC is not connected to the Internet.",Telecommunications Sector
849,Can the wireless Internet connection be misused?,"Yes, there is a possibility of the wireless Internet connection getting misused, particularly if the Internet access is provided through Wi-Fi. To avoid that one should use proper authentication methods by using secure password and username.",Telecommunications Sector
850,Is incoming SMS free while roaming?,Yes,Telecommunications Sector
851,What is meant by lifetime in respect of tariff schemes offering lifetime validity?,It means that tariff plans which are offered as having lifetime validity would continue to be available to the subscriber during the current license and renewed license of the service provider.,Telecommunications Sector
852,1. Is there a minimum validity period prescribed for tariff plans?,"A tariff plan, once offered by a service provider, shall be available to a subscriber for a minimum period of Six months from the date of enrolment of the subscriber to that tariff plan.",Telecommunications Sector
853,1. Whether any charges have to be paid for migration from one plan to another?,No charges are payable by the subscriber for migration from one tariff plan to another tariff plan.,Telecommunications Sector
854,1. Are incoming calls free while roaming?,No. Incoming calls are free only when the subscriber is within his home network.,Telecommunications Sector
855,Whether any fixed charge / rental can be levied by the service provider for providing national roaming services?,No fixed charge / rental in any form is permitted for accessing national roaming services.,Telecommunications Sector
856,What is the time limit for redressal of complaints at the Call Centre of the service provider?,The Call Centre has to redress the complaints as per the provisions in the Quality of Service Regulation where no parameters are prescribed complaints relating to faults/disruption of service have to be rectified within 3 days and all other complaints with 7 days..,Telecommunications Sector
857,What is mobile number portability ?,Mobile Number Portability MNP is a facility which allows you to move to another service provider while retaining your existing operators mobile number,Telecommunications Sector
858,Can I switch over from CDMA service to GSM and vice versa ?,"Yes .You can flexibly switch over from CDMA to GSM and vice versa. But you have to change the handset, because the technologies are different.",Telecommunications Sector
859,"I am a customer of a service provider in Delhi, Can I switch over to another service provider in Chennai ?",Mobile Number Portability MNP is available at national level .,Telecommunications Sector
860,Is there any Fee for MNP?,"The new service provider will charge a fee Port in Fee for MNP. Telecom Regulatory Authority of India TRAI has fixed a fee for this service . Is there any applying criteria for availing MNP facility . Yes, as per the following terms. If you are a post -paid customer there should not be any dues with your existing service provider. For prepaid customers the credit balance will not be carried forward. You can switch over to a new service provider only after 90 days stay with the existing service provider. You have to wait a minimum 90 days for second number porting. This is to prevent the misuse of this facility and prevent frequent switching.",Telecommunications Sector
861,I have changed my mind after submitting the application- Can I go back ?,Yes You can withdraw the application within 24 hrs of submission. However the Port fee will not be refunded.,Telecommunications Sector
862,1. How long will it take to switch over ?,"After the application submission, it will take a maximum of four days. In JK and North eastern states it is within 12 days.",Telecommunications Sector
863,1. Is there any downtime while porting the number ?,"Yes- There will be a down time of approximately 2 hrs while porting the number. During this period you may not be able to use the number. Both incoming and outgoing services will be interrupted. The porting will be carried out between midnight and morning 5 Oclock, so that the two hours outage may not affect the subscriber considerably.",Telecommunications Sector
864,How does one Change the Service provider through Mobile Number Portability ?,"The following procedures to be carried out for opting a new mobile service provider under MNP, Send an SMS Port your mobile number to 1900. Then you will get a reply SMS with a Unique Porting Code UPC. Submit an application to the service provider where you want to shift with this UPC in a prescribed format Remember the UPC will be valid only for a few days. Your application will be processed by the new service provider and you will get an application receipt confirmation and the details of porting date. Once the porting is complete, a confirmation message will be received. For more information please visit Frequently Asked Questions  Telecom Regulatory Authority of India ",Telecommunications Sector
865,What is the insurance sector?,"Insurance is a type of risk management that is primarily used as a safeguard against the risk of a possible future loss. It can be divided into two types, namely, life insurance and general insurance. While the former provides relief in cases of death or disability, the latter deals with relief in cases other than death.",Insurance Sector
866,What are the grounds for complaint available?,"There can be various grounds for filing of complaints. These include issues such as
i Issues in crediting the amount including situations of delays in granting the amount even after maturity.
ii Other cases of insurance complaints are based on unsatisfactory resolution of complaints, such as inadequate compensation, or negligence of the complaints, or situations where the insurance companies treat the individuals claiming policy maturity compensation wrongly.",Insurance Sector
867,What are the modes or methods of complaint available?,"The consumer can register his complaint through various available mechanisms. These are provided below in a step-by-step manner.
i Reaching out to the Insurance Company:
The first step towards resolution of consumer complaints that shall be followed is to register a formal complaint with the insurance company. The consumer shall also attach all the significant documents that substantiate his complaint. The contact details of various general and life insurance companies are given on the IRDAI website.
The IRDAI website also provides that a consumer can register his complaint with the Grievance Redressal Officer GRO of the insurance company. It is advised that a written acknowledgement of the complaint shall be taken by the consumer. Moreover, the insurance company shall not take more than two weeks from the date of receipt of complaint for the resolution of complaint.
The contact details of the GROs of various insurance companies is provided in the link given below: List of GROs - IRDAI
ii Reaching the IRDAI Grievance Redressal Cell:
In cases where the insurance company does not resolve the complaint of the consumer within a period of two weeks from the date of receipt of complaint, or when the relief granted is not satisfactory, the consumer can reach out to the online portal of the IRDAI, namely Bima Bharosa System former Integrated Grievance Management System, and can register a complaint. The link for the portal is provided below: Bima Bharosa
Moreover, the consumer can also send the complaint through mail complaintsirdai.gov.in or can also call the toll-free number 155255 or 1800 4254 732. Furthermore, a physical complaint can also be sent at the IRDAIs address:
General Manager
Policyholders Protection  Grievance Redressal Department- Grievance Redressal Cell,
Insurance Regulatory and Development Authority of IndiaIRDAI,
Sy.No.115/1,Financial District, Nanakramguda,
Gachibowli, Hyderabad-500032
An interesting aspect of the complaint redressal system through the Grievance Redressal System of the IRDAI is that only the complaints written by the insured or claimants are entertained, the complaints written by advocates or agents or any other third party on behalf of the consumer are not entertained.
Once registered, the consumer receives a token number which could be used to track the complaint through the Bima Bharosa System.
iii Reaching out to the Insurance Ombudsman:
An insurance ombudsman has been set up in 2017 by virtue of The Insurance Ombudsman Rules, 2017. The said office acts as an alternate Grievance redressal platform. The intent behind the establishment of the office of the insurance ombudsman is to resolve the grievances of the policyholders in a speedy and cost-effective manner. The office of the insurance ombudsman is under the administrative control of the Council for Insurance Ombudsman CIO.
To approach the insurance ombudsman, the aggrieved policyholder shall register a complaint with the office of the insurance ombudsman either online or through written communication, through email or letter. Moreover, it is not required that the person registering the complaint shall be the consumer himself, it can be through the legal heirs, nominees, or assignee of the insurance holder as well.
The insurance ombudsman shall dispose of the complaint within a period of three months from registration, and such a decision shall bind the insurance companies and their intermediaries.
There are a total of 17 ombudsman centres across the country and a complaint shall be filed with the ombudsman under whose jurisdiction, the Branch or office of the insurance company or the intermediaries of such a company falls, or where the residential address or the place of residence of the complainant falls.
iv Approaching any other appropriate judicial or quasi-judicial body:
The complainant is free to take the service provider to a court or any other suitable venue judicial or quasi-judicial. The proceedings in consumer commissions are not mired by the niceties of procedure, allowing the complainant to file a complaint for himself. As a consumer, the aggrieved party can take the service provider to the appropriate consumer commission, based on the pecuniary and territorial jurisdiction. The jurisdictions of the various consumer commissions are as follows-
a District Commission: The aggrieved consumer can reach out to the District Commission under section 34 of the CPA, 2019, which provides that the district commission shall entertain matters where the value of the goods or services paid as consideration does not exceed more than one crore rupees.
b State Commission: In cases where the value of the goods or services paid as consideration is more than one crore, but less than 10 crores, the consumer can approach the State Commission. Moreover, in cases of unfair contracts, the State Commission has original jurisdiction and the consumer can be directly approached. An appeal against the order of the District Commission can also be made under section 47 of the CPA, 2019.
c National Commission: The National Commission can entertain matters where the value of goods or services paid as consideration exceeds 10 crores. Section 58 also provides that complaints against unfair contracts can be entertained by NCDRC when the amount of value paid exceeds 10 crores. The NCDRC also has appellate jurisdiction against the orders of any State Commission and Central Authority.
Moreover, it must also be kept in mind, that section 100 of the CPA, 2019 provides that the remedy under CPA is in addition and not in derogation of other available remedies.
Another remedy available to consumers is mediation. Chapter 5 of the Consumer Protection Act provides for establishing mediation cells and resolving consumer complaints using mediation.The following link could be used to file complaints online: National Consumer Helpline
v Central Consumer Protection Authority
If the commission finds violations of rights of consumers or in notice of trade practices which is unfair it can inquire or cause an inquiry, either on receipt of complaint or suo moto or as directed by Central Government. If the commission finds, after preliminary inquiry, of an existence of a prima facie case of consumer rights violation or it is in notice of any unfair trade practice or any wrong or inaccurate advertisement which is prejudicial to public interest or to the interests of the consumers,it can order an investigation by the District Collector or by Director General.
The consumer can complain to the District Collector of the respective district for investigation and subsequent proceedings by the CCPA. He/she/they can also submit a complaint via email, at com-ccpanic.in. ",Insurance Sector
